Step,r_msmarco_bm_50_no_5000_ff - accuracy,r_msmarco_bm_50_no_5000_ff - accuracy__MIN,r_msmarco_bm_50_no_5000_ff - accuracy__MAX,r_msmarco_bm_10_no_5000_ff - accuracy,r_msmarco_bm_10_no_5000_ff - accuracy__MIN,r_msmarco_bm_10_no_5000_ff - accuracy__MAX,r_msmarco_bm_5_no_5000_ff - accuracy,r_msmarco_bm_5_no_5000_ff - accuracy__MIN,r_msmarco_bm_5_no_5000_ff - accuracy__MAX,r_msmarco_bm_1_no_5000_ff - accuracy,r_msmarco_bm_1_no_5000_ff - accuracy__MIN,r_msmarco_bm_1_no_5000_ff - accuracy__MAX
121,0.33460076045627374,0.33460076045627374,0.33460076045627374,0.2889733840304182,0.2889733840304182,0.2889733840304182,0.27756653992395436,0.27756653992395436,0.27756653992395436,0.22813688212927757,0.22813688212927757,0.22813688212927757
122,0.33460076045627374,0.33460076045627374,0.33460076045627374,0.2965779467680608,0.2965779467680608,0.2965779467680608,0.2737642585551331,0.2737642585551331,0.2737642585551331,0.22433460076045628,0.22433460076045628,0.22433460076045628
123,0.33079847908745247,0.33079847908745247,0.33079847908745247,0.29277566539923955,0.29277566539923955,0.29277566539923955,0.26996197718631176,0.26996197718631176,0.26996197718631176,0.23193916349809887,0.23193916349809887,0.23193916349809887
124,0.33079847908745247,0.33079847908745247,0.33079847908745247,0.30038022813688214,0.30038022813688214,0.30038022813688214,0.2813688212927757,0.2813688212927757,0.2813688212927757,0.23574144486692014,0.23574144486692014,0.23574144486692014
125,0.3269961977186312,0.3269961977186312,0.3269961977186312,0.29277566539923955,0.29277566539923955,0.29277566539923955,0.2661596958174905,0.2661596958174905,0.2661596958174905,0.22433460076045628,0.22433460076045628,0.22433460076045628
126,0.3231939163498099,0.3231939163498099,0.3231939163498099,0.2965779467680608,0.2965779467680608,0.2965779467680608,0.2623574144486692,0.2623574144486692,0.2623574144486692,0.22053231939163498,0.22053231939163498,0.22053231939163498
127,0.3193916349809886,0.3193916349809886,0.3193916349809886,0.29277566539923955,0.29277566539923955,0.29277566539923955,0.2737642585551331,0.2737642585551331,0.2737642585551331,0.21292775665399238,0.21292775665399238,0.21292775665399238
128,0.3193916349809886,0.3193916349809886,0.3193916349809886,0.28517110266159695,0.28517110266159695,0.28517110266159695,0.2737642585551331,0.2737642585551331,0.2737642585551331,0.22433460076045628,0.22433460076045628,0.22433460076045628
129,0.3231939163498099,0.3231939163498099,0.3231939163498099,0.2737642585551331,0.2737642585551331,0.2737642585551331,0.2623574144486692,0.2623574144486692,0.2623574144486692,0.21292775665399238,0.21292775665399238,0.21292775665399238
130,0.3269961977186312,0.3269961977186312,0.3269961977186312,0.29277566539923955,0.29277566539923955,0.29277566539923955,0.2661596958174905,0.2661596958174905,0.2661596958174905,0.22813688212927757,0.22813688212927757,0.22813688212927757
131,0.33079847908745247,0.33079847908745247,0.33079847908745247,0.30038022813688214,0.30038022813688214,0.30038022813688214,0.28517110266159695,0.28517110266159695,0.28517110266159695,0.23193916349809887,0.23193916349809887,0.23193916349809887
132,0.3269961977186312,0.3269961977186312,0.3269961977186312,0.3041825095057034,0.3041825095057034,0.3041825095057034,0.2661596958174905,0.2661596958174905,0.2661596958174905,0.23193916349809887,0.23193916349809887,0.23193916349809887
133,0.3231939163498099,0.3231939163498099,0.3231939163498099,0.30798479087452474,0.30798479087452474,0.30798479087452474,0.2585551330798479,0.2585551330798479,0.2585551330798479,0.22433460076045628,0.22433460076045628,0.22433460076045628
134,0.33079847908745247,0.33079847908745247,0.33079847908745247,0.2965779467680608,0.2965779467680608,0.2965779467680608,0.2661596958174905,0.2661596958174905,0.2661596958174905,0.22433460076045628,0.22433460076045628,0.22433460076045628
135,0.3231939163498099,0.3231939163498099,0.3231939163498099,0.30038022813688214,0.30038022813688214,0.30038022813688214,0.26996197718631176,0.26996197718631176,0.26996197718631176,0.23193916349809887,0.23193916349809887,0.23193916349809887
136,0.3269961977186312,0.3269961977186312,0.3269961977186312,0.2889733840304182,0.2889733840304182,0.2889733840304182,0.2661596958174905,0.2661596958174905,0.2661596958174905,0.23574144486692014,0.23574144486692014,0.23574144486692014
137,0.3269961977186312,0.3269961977186312,0.3269961977186312,0.29277566539923955,0.29277566539923955,0.29277566539923955,0.25475285171102663,0.25475285171102663,0.25475285171102663,0.23574144486692014,0.23574144486692014,0.23574144486692014
138,0.3269961977186312,0.3269961977186312,0.3269961977186312,0.2889733840304182,0.2889733840304182,0.2889733840304182,0.2661596958174905,0.2661596958174905,0.2661596958174905,0.23193916349809887,0.23193916349809887,0.23193916349809887
139,0.3269961977186312,0.3269961977186312,0.3269961977186312,0.29277566539923955,0.29277566539923955,0.29277566539923955,0.26996197718631176,0.26996197718631176,0.26996197718631176,0.23574144486692014,0.23574144486692014,0.23574144486692014
140,0.3231939163498099,0.3231939163498099,0.3231939163498099,0.29277566539923955,0.29277566539923955,0.29277566539923955,0.26996197718631176,0.26996197718631176,0.26996197718631176,0.24714828897338403,0.24714828897338403,0.24714828897338403
141,0.3269961977186312,0.3269961977186312,0.3269961977186312,0.2889733840304182,0.2889733840304182,0.2889733840304182,0.2623574144486692,0.2623574144486692,0.2623574144486692,0.23574144486692014,0.23574144486692014,0.23574144486692014
142,0.3193916349809886,0.3193916349809886,0.3193916349809886,0.2965779467680608,0.2965779467680608,0.2965779467680608,0.2737642585551331,0.2737642585551331,0.2737642585551331,0.22433460076045628,0.22433460076045628,0.22433460076045628
143,0.3269961977186312,0.3269961977186312,0.3269961977186312,0.2889733840304182,0.2889733840304182,0.2889733840304182,0.2661596958174905,0.2661596958174905,0.2661596958174905,0.23193916349809887,0.23193916349809887,0.23193916349809887
144,0.3269961977186312,0.3269961977186312,0.3269961977186312,0.2965779467680608,0.2965779467680608,0.2965779467680608,0.2661596958174905,0.2661596958174905,0.2661596958174905,0.22053231939163498,0.22053231939163498,0.22053231939163498
145,0.33079847908745247,0.33079847908745247,0.33079847908745247,0.2889733840304182,0.2889733840304182,0.2889733840304182,0.2585551330798479,0.2585551330798479,0.2585551330798479,0.21292775665399238,0.21292775665399238,0.21292775665399238
146,0.33460076045627374,0.33460076045627374,0.33460076045627374,0.28517110266159695,0.28517110266159695,0.28517110266159695,0.26996197718631176,0.26996197718631176,0.26996197718631176,0.22053231939163498,0.22053231939163498,0.22053231939163498
147,0.33840304182509506,0.33840304182509506,0.33840304182509506,0.2889733840304182,0.2889733840304182,0.2889733840304182,0.2661596958174905,0.2661596958174905,0.2661596958174905,0.22053231939163498,0.22053231939163498,0.22053231939163498
148,0.33840304182509506,0.33840304182509506,0.33840304182509506,0.2813688212927757,0.2813688212927757,0.2813688212927757,0.2623574144486692,0.2623574144486692,0.2623574144486692,0.22053231939163498,0.22053231939163498,0.22053231939163498
149,0.33460076045627374,0.33460076045627374,0.33460076045627374,0.2813688212927757,0.2813688212927757,0.2813688212927757,0.2509505703422053,0.2509505703422053,0.2509505703422053,0.22053231939163498,0.22053231939163498,0.22053231939163498
150,0.34220532319391633,0.34220532319391633,0.34220532319391633,0.2965779467680608,0.2965779467680608,0.2965779467680608,0.25475285171102663,0.25475285171102663,0.25475285171102663,0.22053231939163498,0.22053231939163498,0.22053231939163498
151,0.34220532319391633,0.34220532319391633,0.34220532319391633,0.28517110266159695,0.28517110266159695,0.28517110266159695,0.2661596958174905,0.2661596958174905,0.2661596958174905,0.23193916349809887,0.23193916349809887,0.23193916349809887
152,0.34220532319391633,0.34220532319391633,0.34220532319391633,0.2889733840304182,0.2889733840304182,0.2889733840304182,0.2585551330798479,0.2585551330798479,0.2585551330798479,0.22813688212927757,0.22813688212927757,0.22813688212927757
153,0.34220532319391633,0.34220532319391633,0.34220532319391633,0.2965779467680608,0.2965779467680608,0.2965779467680608,0.25475285171102663,0.25475285171102663,0.25475285171102663,0.22433460076045628,0.22433460076045628,0.22433460076045628
154,0.33840304182509506,0.33840304182509506,0.33840304182509506,0.2965779467680608,0.2965779467680608,0.2965779467680608,0.2509505703422053,0.2509505703422053,0.2509505703422053,0.22813688212927757,0.22813688212927757,0.22813688212927757
155,0.33840304182509506,0.33840304182509506,0.33840304182509506,0.30038022813688214,0.30038022813688214,0.30038022813688214,0.2623574144486692,0.2623574144486692,0.2623574144486692,0.22813688212927757,0.22813688212927757,0.22813688212927757
156,0.33840304182509506,0.33840304182509506,0.33840304182509506,0.30038022813688214,0.30038022813688214,0.30038022813688214,0.2661596958174905,0.2661596958174905,0.2661596958174905,0.22813688212927757,0.22813688212927757,0.22813688212927757
157,0.35361216730038025,0.35361216730038025,0.35361216730038025,0.3041825095057034,0.3041825095057034,0.3041825095057034,0.2661596958174905,0.2661596958174905,0.2661596958174905,0.22433460076045628,0.22433460076045628,0.22433460076045628
158,0.34600760456273766,0.34600760456273766,0.34600760456273766,0.2889733840304182,0.2889733840304182,0.2889733840304182,0.2661596958174905,0.2661596958174905,0.2661596958174905,0.22813688212927757,0.22813688212927757,0.22813688212927757
159,0.34600760456273766,0.34600760456273766,0.34600760456273766,0.2813688212927757,0.2813688212927757,0.2813688212927757,0.2623574144486692,0.2623574144486692,0.2623574144486692,0.22813688212927757,0.22813688212927757,0.22813688212927757
160,0.34220532319391633,0.34220532319391633,0.34220532319391633,0.27756653992395436,0.27756653992395436,0.27756653992395436,0.2585551330798479,0.2585551330798479,0.2585551330798479,0.22813688212927757,0.22813688212927757,0.22813688212927757
161,0.34220532319391633,0.34220532319391633,0.34220532319391633,0.2889733840304182,0.2889733840304182,0.2889733840304182,0.26996197718631176,0.26996197718631176,0.26996197718631176,0.22053231939163498,0.22053231939163498,0.22053231939163498
162,0.33460076045627374,0.33460076045627374,0.33460076045627374,0.29277566539923955,0.29277566539923955,0.29277566539923955,0.2661596958174905,0.2661596958174905,0.2661596958174905,0.23574144486692014,0.23574144486692014,0.23574144486692014
163,0.34600760456273766,0.34600760456273766,0.34600760456273766,0.2965779467680608,0.2965779467680608,0.2965779467680608,0.26996197718631176,0.26996197718631176,0.26996197718631176,0.22053231939163498,0.22053231939163498,0.22053231939163498
164,0.35361216730038025,0.35361216730038025,0.35361216730038025,0.2965779467680608,0.2965779467680608,0.2965779467680608,0.2661596958174905,0.2661596958174905,0.2661596958174905,0.22433460076045628,0.22433460076045628,0.22433460076045628
165,0.34980988593155893,0.34980988593155893,0.34980988593155893,0.3041825095057034,0.3041825095057034,0.3041825095057034,0.2585551330798479,0.2585551330798479,0.2585551330798479,0.23574144486692014,0.23574144486692014,0.23574144486692014
166,0.34980988593155893,0.34980988593155893,0.34980988593155893,0.30798479087452474,0.30798479087452474,0.30798479087452474,0.26996197718631176,0.26996197718631176,0.26996197718631176,0.23574144486692014,0.23574144486692014,0.23574144486692014
167,0.34980988593155893,0.34980988593155893,0.34980988593155893,0.3041825095057034,0.3041825095057034,0.3041825095057034,0.26996197718631176,0.26996197718631176,0.26996197718631176,0.22813688212927757,0.22813688212927757,0.22813688212927757
168,0.34980988593155893,0.34980988593155893,0.34980988593155893,0.3041825095057034,0.3041825095057034,0.3041825095057034,0.28517110266159695,0.28517110266159695,0.28517110266159695,0.24334600760456274,0.24334600760456274,0.24334600760456274
169,0.34600760456273766,0.34600760456273766,0.34600760456273766,0.3041825095057034,0.3041825095057034,0.3041825095057034,0.26996197718631176,0.26996197718631176,0.26996197718631176,0.24714828897338403,0.24714828897338403,0.24714828897338403
170,0.34220532319391633,0.34220532319391633,0.34220532319391633,0.2965779467680608,0.2965779467680608,0.2965779467680608,0.26996197718631176,0.26996197718631176,0.26996197718631176,0.24714828897338403,0.24714828897338403,0.24714828897338403
171,0.34600760456273766,0.34600760456273766,0.34600760456273766,0.2965779467680608,0.2965779467680608,0.2965779467680608,0.2813688212927757,0.2813688212927757,0.2813688212927757,0.23574144486692014,0.23574144486692014,0.23574144486692014
172,0.34220532319391633,0.34220532319391633,0.34220532319391633,0.2965779467680608,0.2965779467680608,0.2965779467680608,0.2813688212927757,0.2813688212927757,0.2813688212927757,0.22813688212927757,0.22813688212927757,0.22813688212927757
173,0.34220532319391633,0.34220532319391633,0.34220532319391633,0.2965779467680608,0.2965779467680608,0.2965779467680608,0.27756653992395436,0.27756653992395436,0.27756653992395436,0.23954372623574144,0.23954372623574144,0.23954372623574144
174,0.34220532319391633,0.34220532319391633,0.34220532319391633,0.3041825095057034,0.3041825095057034,0.3041825095057034,0.2813688212927757,0.2813688212927757,0.2813688212927757,0.23193916349809887,0.23193916349809887,0.23193916349809887
175,0.34980988593155893,0.34980988593155893,0.34980988593155893,0.30798479087452474,0.30798479087452474,0.30798479087452474,0.27756653992395436,0.27756653992395436,0.27756653992395436,0.24334600760456274,0.24334600760456274,0.24334600760456274
176,0.34600760456273766,0.34600760456273766,0.34600760456273766,0.3041825095057034,0.3041825095057034,0.3041825095057034,0.2813688212927757,0.2813688212927757,0.2813688212927757,0.24714828897338403,0.24714828897338403,0.24714828897338403
177,0.34220532319391633,0.34220532319391633,0.34220532319391633,0.30038022813688214,0.30038022813688214,0.30038022813688214,0.28517110266159695,0.28517110266159695,0.28517110266159695,0.2509505703422053,0.2509505703422053,0.2509505703422053
178,0.34220532319391633,0.34220532319391633,0.34220532319391633,0.30038022813688214,0.30038022813688214,0.30038022813688214,0.2737642585551331,0.2737642585551331,0.2737642585551331,0.24714828897338403,0.24714828897338403,0.24714828897338403
179,0.34600760456273766,0.34600760456273766,0.34600760456273766,0.311787072243346,0.311787072243346,0.311787072243346,0.28517110266159695,0.28517110266159695,0.28517110266159695,0.23954372623574144,0.23954372623574144,0.23954372623574144
180,0.34980988593155893,0.34980988593155893,0.34980988593155893,0.3041825095057034,0.3041825095057034,0.3041825095057034,0.2813688212927757,0.2813688212927757,0.2813688212927757,0.23954372623574144,0.23954372623574144,0.23954372623574144
181,0.34600760456273766,0.34600760456273766,0.34600760456273766,0.30798479087452474,0.30798479087452474,0.30798479087452474,0.2813688212927757,0.2813688212927757,0.2813688212927757,0.23954372623574144,0.23954372623574144,0.23954372623574144
182,0.34980988593155893,0.34980988593155893,0.34980988593155893,0.311787072243346,0.311787072243346,0.311787072243346,0.27756653992395436,0.27756653992395436,0.27756653992395436,0.2509505703422053,0.2509505703422053,0.2509505703422053
183,0.34600760456273766,0.34600760456273766,0.34600760456273766,0.30798479087452474,0.30798479087452474,0.30798479087452474,0.27756653992395436,0.27756653992395436,0.27756653992395436,0.24334600760456274,0.24334600760456274,0.24334600760456274
184,0.34600760456273766,0.34600760456273766,0.34600760456273766,0.30798479087452474,0.30798479087452474,0.30798479087452474,0.27756653992395436,0.27756653992395436,0.27756653992395436,0.23574144486692014,0.23574144486692014,0.23574144486692014
185,0.34600760456273766,0.34600760456273766,0.34600760456273766,0.3155893536121673,0.3155893536121673,0.3155893536121673,0.2889733840304182,0.2889733840304182,0.2889733840304182,0.23954372623574144,0.23954372623574144,0.23954372623574144
186,0.34220532319391633,0.34220532319391633,0.34220532319391633,0.311787072243346,0.311787072243346,0.311787072243346,0.2737642585551331,0.2737642585551331,0.2737642585551331,0.2509505703422053,0.2509505703422053,0.2509505703422053
187,0.34600760456273766,0.34600760456273766,0.34600760456273766,0.3041825095057034,0.3041825095057034,0.3041825095057034,0.2737642585551331,0.2737642585551331,0.2737642585551331,0.23954372623574144,0.23954372623574144,0.23954372623574144
188,0.34600760456273766,0.34600760456273766,0.34600760456273766,0.29277566539923955,0.29277566539923955,0.29277566539923955,0.27756653992395436,0.27756653992395436,0.27756653992395436,0.24334600760456274,0.24334600760456274,0.24334600760456274
189,0.34220532319391633,0.34220532319391633,0.34220532319391633,0.2965779467680608,0.2965779467680608,0.2965779467680608,0.2889733840304182,0.2889733840304182,0.2889733840304182,0.2509505703422053,0.2509505703422053,0.2509505703422053
190,0.34600760456273766,0.34600760456273766,0.34600760456273766,0.2965779467680608,0.2965779467680608,0.2965779467680608,0.2889733840304182,0.2889733840304182,0.2889733840304182,0.2585551330798479,0.2585551330798479,0.2585551330798479
191,0.33840304182509506,0.33840304182509506,0.33840304182509506,0.29277566539923955,0.29277566539923955,0.29277566539923955,0.2813688212927757,0.2813688212927757,0.2813688212927757,0.24334600760456274,0.24334600760456274,0.24334600760456274
192,0.33840304182509506,0.33840304182509506,0.33840304182509506,0.30038022813688214,0.30038022813688214,0.30038022813688214,0.2889733840304182,0.2889733840304182,0.2889733840304182,0.25475285171102663,0.25475285171102663,0.25475285171102663
193,0.34220532319391633,0.34220532319391633,0.34220532319391633,0.29277566539923955,0.29277566539923955,0.29277566539923955,0.2737642585551331,0.2737642585551331,0.2737642585551331,0.23574144486692014,0.23574144486692014,0.23574144486692014
194,0.34980988593155893,0.34980988593155893,0.34980988593155893,0.3041825095057034,0.3041825095057034,0.3041825095057034,0.28517110266159695,0.28517110266159695,0.28517110266159695,0.23574144486692014,0.23574144486692014,0.23574144486692014
195,0.34600760456273766,0.34600760456273766,0.34600760456273766,0.2889733840304182,0.2889733840304182,0.2889733840304182,0.27756653992395436,0.27756653992395436,0.27756653992395436,0.23193916349809887,0.23193916349809887,0.23193916349809887
196,0.35361216730038025,0.35361216730038025,0.35361216730038025,0.29277566539923955,0.29277566539923955,0.29277566539923955,0.2737642585551331,0.2737642585551331,0.2737642585551331,0.23574144486692014,0.23574144486692014,0.23574144486692014
197,0.34600760456273766,0.34600760456273766,0.34600760456273766,0.30038022813688214,0.30038022813688214,0.30038022813688214,0.2813688212927757,0.2813688212927757,0.2813688212927757,0.23954372623574144,0.23954372623574144,0.23954372623574144
198,0.33840304182509506,0.33840304182509506,0.33840304182509506,0.3041825095057034,0.3041825095057034,0.3041825095057034,0.2737642585551331,0.2737642585551331,0.2737642585551331,0.23954372623574144,0.23954372623574144,0.23954372623574144
199,0.34220532319391633,0.34220532319391633,0.34220532319391633,0.3193916349809886,0.3193916349809886,0.3193916349809886,0.26996197718631176,0.26996197718631176,0.26996197718631176,0.23954372623574144,0.23954372623574144,0.23954372623574144
200,0.34600760456273766,0.34600760456273766,0.34600760456273766,0.3041825095057034,0.3041825095057034,0.3041825095057034,0.2737642585551331,0.2737642585551331,0.2737642585551331,0.22433460076045628,0.22433460076045628,0.22433460076045628
201,0.34600760456273766,0.34600760456273766,0.34600760456273766,0.3041825095057034,0.3041825095057034,0.3041825095057034,0.2737642585551331,0.2737642585551331,0.2737642585551331,0.2623574144486692,0.2623574144486692,0.2623574144486692
202,0.35361216730038025,0.35361216730038025,0.35361216730038025,0.311787072243346,0.311787072243346,0.311787072243346,0.2889733840304182,0.2889733840304182,0.2889733840304182,0.24714828897338403,0.24714828897338403,0.24714828897338403
203,0.34220532319391633,0.34220532319391633,0.34220532319391633,0.311787072243346,0.311787072243346,0.311787072243346,0.2813688212927757,0.2813688212927757,0.2813688212927757,0.24714828897338403,0.24714828897338403,0.24714828897338403
204,0.34980988593155893,0.34980988593155893,0.34980988593155893,0.3041825095057034,0.3041825095057034,0.3041825095057034,0.2889733840304182,0.2889733840304182,0.2889733840304182,0.2509505703422053,0.2509505703422053,0.2509505703422053
205,0.34220532319391633,0.34220532319391633,0.34220532319391633,0.311787072243346,0.311787072243346,0.311787072243346,0.28517110266159695,0.28517110266159695,0.28517110266159695,0.25475285171102663,0.25475285171102663,0.25475285171102663
206,0.33840304182509506,0.33840304182509506,0.33840304182509506,0.3041825095057034,0.3041825095057034,0.3041825095057034,0.2889733840304182,0.2889733840304182,0.2889733840304182,0.2661596958174905,0.2661596958174905,0.2661596958174905
207,0.34220532319391633,0.34220532319391633,0.34220532319391633,0.29277566539923955,0.29277566539923955,0.29277566539923955,0.29277566539923955,0.29277566539923955,0.29277566539923955,0.26996197718631176,0.26996197718631176,0.26996197718631176
208,0.35361216730038025,0.35361216730038025,0.35361216730038025,0.2965779467680608,0.2965779467680608,0.2965779467680608,0.2813688212927757,0.2813688212927757,0.2813688212927757,0.2737642585551331,0.2737642585551331,0.2737642585551331
209,0.35361216730038025,0.35361216730038025,0.35361216730038025,0.2965779467680608,0.2965779467680608,0.2965779467680608,0.29277566539923955,0.29277566539923955,0.29277566539923955,0.2737642585551331,0.2737642585551331,0.2737642585551331
210,0.3574144486692015,0.3574144486692015,0.3574144486692015,0.30798479087452474,0.30798479087452474,0.30798479087452474,0.2965779467680608,0.2965779467680608,0.2965779467680608,0.26996197718631176,0.26996197718631176,0.26996197718631176
211,0.3574144486692015,0.3574144486692015,0.3574144486692015,0.30038022813688214,0.30038022813688214,0.30038022813688214,0.28517110266159695,0.28517110266159695,0.28517110266159695,0.25475285171102663,0.25475285171102663,0.25475285171102663
212,0.34980988593155893,0.34980988593155893,0.34980988593155893,0.3041825095057034,0.3041825095057034,0.3041825095057034,0.29277566539923955,0.29277566539923955,0.29277566539923955,0.25475285171102663,0.25475285171102663,0.25475285171102663
213,0.3612167300380228,0.3612167300380228,0.3612167300380228,0.30038022813688214,0.30038022813688214,0.30038022813688214,0.2965779467680608,0.2965779467680608,0.2965779467680608,0.2585551330798479,0.2585551330798479,0.2585551330798479
214,0.34600760456273766,0.34600760456273766,0.34600760456273766,0.3041825095057034,0.3041825095057034,0.3041825095057034,0.30038022813688214,0.30038022813688214,0.30038022813688214,0.2623574144486692,0.2623574144486692,0.2623574144486692
215,0.34980988593155893,0.34980988593155893,0.34980988593155893,0.3041825095057034,0.3041825095057034,0.3041825095057034,0.2965779467680608,0.2965779467680608,0.2965779467680608,0.2661596958174905,0.2661596958174905,0.2661596958174905
216,0.35361216730038025,0.35361216730038025,0.35361216730038025,0.29277566539923955,0.29277566539923955,0.29277566539923955,0.2965779467680608,0.2965779467680608,0.2965779467680608,0.2623574144486692,0.2623574144486692,0.2623574144486692
217,0.3612167300380228,0.3612167300380228,0.3612167300380228,0.2965779467680608,0.2965779467680608,0.2965779467680608,0.2965779467680608,0.2965779467680608,0.2965779467680608,0.2585551330798479,0.2585551330798479,0.2585551330798479
218,0.34980988593155893,0.34980988593155893,0.34980988593155893,0.30038022813688214,0.30038022813688214,0.30038022813688214,0.2965779467680608,0.2965779467680608,0.2965779467680608,0.26996197718631176,0.26996197718631176,0.26996197718631176
219,0.34980988593155893,0.34980988593155893,0.34980988593155893,0.30038022813688214,0.30038022813688214,0.30038022813688214,0.3041825095057034,0.3041825095057034,0.3041825095057034,0.2661596958174905,0.2661596958174905,0.2661596958174905
220,0.34600760456273766,0.34600760456273766,0.34600760456273766,0.2965779467680608,0.2965779467680608,0.2965779467680608,0.30798479087452474,0.30798479087452474,0.30798479087452474,0.2813688212927757,0.2813688212927757,0.2813688212927757
221,0.34980988593155893,0.34980988593155893,0.34980988593155893,0.2965779467680608,0.2965779467680608,0.2965779467680608,0.30798479087452474,0.30798479087452474,0.30798479087452474,0.27756653992395436,0.27756653992395436,0.27756653992395436
222,0.3612167300380228,0.3612167300380228,0.3612167300380228,0.311787072243346,0.311787072243346,0.311787072243346,0.2965779467680608,0.2965779467680608,0.2965779467680608,0.25475285171102663,0.25475285171102663,0.25475285171102663
223,0.3574144486692015,0.3574144486692015,0.3574144486692015,0.3155893536121673,0.3155893536121673,0.3155893536121673,0.30798479087452474,0.30798479087452474,0.30798479087452474,0.2623574144486692,0.2623574144486692,0.2623574144486692
224,0.3612167300380228,0.3612167300380228,0.3612167300380228,0.311787072243346,0.311787072243346,0.311787072243346,0.2965779467680608,0.2965779467680608,0.2965779467680608,0.26996197718631176,0.26996197718631176,0.26996197718631176
225,0.35361216730038025,0.35361216730038025,0.35361216730038025,0.30038022813688214,0.30038022813688214,0.30038022813688214,0.30038022813688214,0.30038022813688214,0.30038022813688214,0.2737642585551331,0.2737642585551331,0.2737642585551331
226,0.34980988593155893,0.34980988593155893,0.34980988593155893,0.311787072243346,0.311787072243346,0.311787072243346,0.30038022813688214,0.30038022813688214,0.30038022813688214,0.26996197718631176,0.26996197718631176,0.26996197718631176
227,0.35361216730038025,0.35361216730038025,0.35361216730038025,0.3041825095057034,0.3041825095057034,0.3041825095057034,0.3041825095057034,0.3041825095057034,0.3041825095057034,0.27756653992395436,0.27756653992395436,0.27756653992395436
228,0.34980988593155893,0.34980988593155893,0.34980988593155893,0.3193916349809886,0.3193916349809886,0.3193916349809886,0.30038022813688214,0.30038022813688214,0.30038022813688214,0.26996197718631176,0.26996197718631176,0.26996197718631176
229,0.34980988593155893,0.34980988593155893,0.34980988593155893,0.3193916349809886,0.3193916349809886,0.3193916349809886,0.30038022813688214,0.30038022813688214,0.30038022813688214,0.2813688212927757,0.2813688212927757,0.2813688212927757
230,0.34600760456273766,0.34600760456273766,0.34600760456273766,0.3155893536121673,0.3155893536121673,0.3155893536121673,0.30038022813688214,0.30038022813688214,0.30038022813688214,0.28517110266159695,0.28517110266159695,0.28517110266159695
231,0.34220532319391633,0.34220532319391633,0.34220532319391633,0.3041825095057034,0.3041825095057034,0.3041825095057034,0.2813688212927757,0.2813688212927757,0.2813688212927757,0.2585551330798479,0.2585551330798479,0.2585551330798479
232,0.34600760456273766,0.34600760456273766,0.34600760456273766,0.3155893536121673,0.3155893536121673,0.3155893536121673,0.2737642585551331,0.2737642585551331,0.2737642585551331,0.2585551330798479,0.2585551330798479,0.2585551330798479
233,0.35361216730038025,0.35361216730038025,0.35361216730038025,0.3193916349809886,0.3193916349809886,0.3193916349809886,0.3041825095057034,0.3041825095057034,0.3041825095057034,0.26996197718631176,0.26996197718631176,0.26996197718631176
234,0.3574144486692015,0.3574144486692015,0.3574144486692015,0.3155893536121673,0.3155893536121673,0.3155893536121673,0.30038022813688214,0.30038022813688214,0.30038022813688214,0.26996197718631176,0.26996197718631176,0.26996197718631176
235,0.34980988593155893,0.34980988593155893,0.34980988593155893,0.3193916349809886,0.3193916349809886,0.3193916349809886,0.29277566539923955,0.29277566539923955,0.29277566539923955,0.26996197718631176,0.26996197718631176,0.26996197718631176
236,0.3574144486692015,0.3574144486692015,0.3574144486692015,0.3193916349809886,0.3193916349809886,0.3193916349809886,0.2965779467680608,0.2965779467680608,0.2965779467680608,0.2623574144486692,0.2623574144486692,0.2623574144486692
237,0.34980988593155893,0.34980988593155893,0.34980988593155893,0.3155893536121673,0.3155893536121673,0.3155893536121673,0.30038022813688214,0.30038022813688214,0.30038022813688214,0.2623574144486692,0.2623574144486692,0.2623574144486692
238,0.3612167300380228,0.3612167300380228,0.3612167300380228,0.30798479087452474,0.30798479087452474,0.30798479087452474,0.2965779467680608,0.2965779467680608,0.2965779467680608,0.2661596958174905,0.2661596958174905,0.2661596958174905
239,0.35361216730038025,0.35361216730038025,0.35361216730038025,0.30798479087452474,0.30798479087452474,0.30798479087452474,0.2965779467680608,0.2965779467680608,0.2965779467680608,0.2623574144486692,0.2623574144486692,0.2623574144486692
240,0.3574144486692015,0.3574144486692015,0.3574144486692015,0.3193916349809886,0.3193916349809886,0.3193916349809886,0.2965779467680608,0.2965779467680608,0.2965779467680608,0.2585551330798479,0.2585551330798479,0.2585551330798479
241,0.34600760456273766,0.34600760456273766,0.34600760456273766,0.30798479087452474,0.30798479087452474,0.30798479087452474,0.30798479087452474,0.30798479087452474,0.30798479087452474,0.2661596958174905,0.2661596958174905,0.2661596958174905
242,0.34980988593155893,0.34980988593155893,0.34980988593155893,0.3231939163498099,0.3231939163498099,0.3231939163498099,0.30798479087452474,0.30798479087452474,0.30798479087452474,0.2623574144486692,0.2623574144486692,0.2623574144486692
243,0.34600760456273766,0.34600760456273766,0.34600760456273766,0.3269961977186312,0.3269961977186312,0.3269961977186312,0.3041825095057034,0.3041825095057034,0.3041825095057034,0.26996197718631176,0.26996197718631176,0.26996197718631176
244,0.34600760456273766,0.34600760456273766,0.34600760456273766,0.3269961977186312,0.3269961977186312,0.3269961977186312,0.3041825095057034,0.3041825095057034,0.3041825095057034,0.2661596958174905,0.2661596958174905,0.2661596958174905
