Step,r_msmarco_bm_50_no_5000_ff - accuracy,r_msmarco_bm_50_no_5000_ff - accuracy__MIN,r_msmarco_bm_50_no_5000_ff - accuracy__MAX,r_msmarco_bm_10_no_5000_ff - accuracy,r_msmarco_bm_10_no_5000_ff - accuracy__MIN,r_msmarco_bm_10_no_5000_ff - accuracy__MAX,r_msmarco_bm_5_no_5000_ff - accuracy,r_msmarco_bm_5_no_5000_ff - accuracy__MIN,r_msmarco_bm_5_no_5000_ff - accuracy__MAX,r_msmarco_bm_1_no_5000_ff - accuracy,r_msmarco_bm_1_no_5000_ff - accuracy__MIN,r_msmarco_bm_1_no_5000_ff - accuracy__MAX
16,0.2509505703422053,0.2509505703422053,0.2509505703422053,0.20912547528517111,0.20912547528517111,0.20912547528517111,0.17110266159695817,0.17110266159695817,0.17110266159695817,0.155893536121673,0.155893536121673,0.155893536121673
17,0.25475285171102663,0.25475285171102663,0.25475285171102663,0.21673003802281368,0.21673003802281368,0.21673003802281368,0.16730038022813687,0.16730038022813687,0.16730038022813687,0.155893536121673,0.155893536121673,0.155893536121673
18,0.2585551330798479,0.2585551330798479,0.2585551330798479,0.22053231939163498,0.22053231939163498,0.22053231939163498,0.18631178707224336,0.18631178707224336,0.18631178707224336,0.1596958174904943,0.1596958174904943,0.1596958174904943
19,0.2585551330798479,0.2585551330798479,0.2585551330798479,0.22813688212927757,0.22813688212927757,0.22813688212927757,0.18631178707224336,0.18631178707224336,0.18631178707224336,0.17490494296577946,0.17490494296577946,0.17490494296577946
20,0.25475285171102663,0.25475285171102663,0.25475285171102663,0.22433460076045628,0.22433460076045628,0.22433460076045628,0.19391634980988592,0.19391634980988592,0.19391634980988592,0.17490494296577946,0.17490494296577946,0.17490494296577946
21,0.2585551330798479,0.2585551330798479,0.2585551330798479,0.22813688212927757,0.22813688212927757,0.22813688212927757,0.17870722433460076,0.17870722433460076,0.17870722433460076,0.16730038022813687,0.16730038022813687,0.16730038022813687
22,0.2661596958174905,0.2661596958174905,0.2661596958174905,0.23193916349809887,0.23193916349809887,0.23193916349809887,0.17870722433460076,0.17870722433460076,0.17870722433460076,0.1596958174904943,0.1596958174904943,0.1596958174904943
23,0.27756653992395436,0.27756653992395436,0.27756653992395436,0.23954372623574144,0.23954372623574144,0.23954372623574144,0.19391634980988592,0.19391634980988592,0.19391634980988592,0.1634980988593156,0.1634980988593156,0.1634980988593156
24,0.2623574144486692,0.2623574144486692,0.2623574144486692,0.23193916349809887,0.23193916349809887,0.23193916349809887,0.18631178707224336,0.18631178707224336,0.18631178707224336,0.1634980988593156,0.1634980988593156,0.1634980988593156
25,0.2623574144486692,0.2623574144486692,0.2623574144486692,0.22813688212927757,0.22813688212927757,0.22813688212927757,0.17110266159695817,0.17110266159695817,0.17110266159695817,0.1596958174904943,0.1596958174904943,0.1596958174904943
26,0.26996197718631176,0.26996197718631176,0.26996197718631176,0.23954372623574144,0.23954372623574144,0.23954372623574144,0.18250950570342206,0.18250950570342206,0.18250950570342206,0.1596958174904943,0.1596958174904943,0.1596958174904943
27,0.2813688212927757,0.2813688212927757,0.2813688212927757,0.23574144486692014,0.23574144486692014,0.23574144486692014,0.18631178707224336,0.18631178707224336,0.18631178707224336,0.1520912547528517,0.1520912547528517,0.1520912547528517
28,0.27756653992395436,0.27756653992395436,0.27756653992395436,0.22433460076045628,0.22433460076045628,0.22433460076045628,0.20532319391634982,0.20532319391634982,0.20532319391634982,0.1634980988593156,0.1634980988593156,0.1634980988593156
29,0.2889733840304182,0.2889733840304182,0.2889733840304182,0.22433460076045628,0.22433460076045628,0.22433460076045628,0.19771863117870722,0.19771863117870722,0.19771863117870722,0.1634980988593156,0.1634980988593156,0.1634980988593156
30,0.2813688212927757,0.2813688212927757,0.2813688212927757,0.22433460076045628,0.22433460076045628,0.22433460076045628,0.19771863117870722,0.19771863117870722,0.19771863117870722,0.17110266159695817,0.17110266159695817,0.17110266159695817
31,0.29277566539923955,0.29277566539923955,0.29277566539923955,0.23193916349809887,0.23193916349809887,0.23193916349809887,0.20532319391634982,0.20532319391634982,0.20532319391634982,0.16730038022813687,0.16730038022813687,0.16730038022813687
32,0.2965779467680608,0.2965779467680608,0.2965779467680608,0.24714828897338403,0.24714828897338403,0.24714828897338403,0.20912547528517111,0.20912547528517111,0.20912547528517111,0.1596958174904943,0.1596958174904943,0.1596958174904943
33,0.27756653992395436,0.27756653992395436,0.27756653992395436,0.24334600760456274,0.24334600760456274,0.24334600760456274,0.20532319391634982,0.20532319391634982,0.20532319391634982,0.16730038022813687,0.16730038022813687,0.16730038022813687
34,0.29277566539923955,0.29277566539923955,0.29277566539923955,0.23954372623574144,0.23954372623574144,0.23954372623574144,0.21292775665399238,0.21292775665399238,0.21292775665399238,0.17490494296577946,0.17490494296577946,0.17490494296577946
35,0.28517110266159695,0.28517110266159695,0.28517110266159695,0.24334600760456274,0.24334600760456274,0.24334600760456274,0.21292775665399238,0.21292775665399238,0.21292775665399238,0.17490494296577946,0.17490494296577946,0.17490494296577946
36,0.28517110266159695,0.28517110266159695,0.28517110266159695,0.23954372623574144,0.23954372623574144,0.23954372623574144,0.21292775665399238,0.21292775665399238,0.21292775665399238,0.18250950570342206,0.18250950570342206,0.18250950570342206
37,0.2813688212927757,0.2813688212927757,0.2813688212927757,0.24334600760456274,0.24334600760456274,0.24334600760456274,0.22433460076045628,0.22433460076045628,0.22433460076045628,0.18631178707224336,0.18631178707224336,0.18631178707224336
38,0.29277566539923955,0.29277566539923955,0.29277566539923955,0.2661596958174905,0.2661596958174905,0.2661596958174905,0.22433460076045628,0.22433460076045628,0.22433460076045628,0.17870722433460076,0.17870722433460076,0.17870722433460076
39,0.29277566539923955,0.29277566539923955,0.29277566539923955,0.2585551330798479,0.2585551330798479,0.2585551330798479,0.21673003802281368,0.21673003802281368,0.21673003802281368,0.17870722433460076,0.17870722433460076,0.17870722433460076
40,0.2965779467680608,0.2965779467680608,0.2965779467680608,0.26996197718631176,0.26996197718631176,0.26996197718631176,0.22433460076045628,0.22433460076045628,0.22433460076045628,0.18250950570342206,0.18250950570342206,0.18250950570342206
41,0.3041825095057034,0.3041825095057034,0.3041825095057034,0.2737642585551331,0.2737642585551331,0.2737642585551331,0.21673003802281368,0.21673003802281368,0.21673003802281368,0.18250950570342206,0.18250950570342206,0.18250950570342206
42,0.3041825095057034,0.3041825095057034,0.3041825095057034,0.2661596958174905,0.2661596958174905,0.2661596958174905,0.20912547528517111,0.20912547528517111,0.20912547528517111,0.18250950570342206,0.18250950570342206,0.18250950570342206
43,0.30038022813688214,0.30038022813688214,0.30038022813688214,0.2661596958174905,0.2661596958174905,0.2661596958174905,0.20912547528517111,0.20912547528517111,0.20912547528517111,0.18631178707224336,0.18631178707224336,0.18631178707224336
44,0.3041825095057034,0.3041825095057034,0.3041825095057034,0.2661596958174905,0.2661596958174905,0.2661596958174905,0.22433460076045628,0.22433460076045628,0.22433460076045628,0.19011406844106463,0.19011406844106463,0.19011406844106463
45,0.3041825095057034,0.3041825095057034,0.3041825095057034,0.2623574144486692,0.2623574144486692,0.2623574144486692,0.23193916349809887,0.23193916349809887,0.23193916349809887,0.19011406844106463,0.19011406844106463,0.19011406844106463
46,0.30798479087452474,0.30798479087452474,0.30798479087452474,0.2661596958174905,0.2661596958174905,0.2661596958174905,0.22053231939163498,0.22053231939163498,0.22053231939163498,0.18250950570342206,0.18250950570342206,0.18250950570342206
47,0.2889733840304182,0.2889733840304182,0.2889733840304182,0.2623574144486692,0.2623574144486692,0.2623574144486692,0.23193916349809887,0.23193916349809887,0.23193916349809887,0.19011406844106463,0.19011406844106463,0.19011406844106463
48,0.2965779467680608,0.2965779467680608,0.2965779467680608,0.2661596958174905,0.2661596958174905,0.2661596958174905,0.23193916349809887,0.23193916349809887,0.23193916349809887,0.19011406844106463,0.19011406844106463,0.19011406844106463
49,0.29277566539923955,0.29277566539923955,0.29277566539923955,0.2585551330798479,0.2585551330798479,0.2585551330798479,0.22813688212927757,0.22813688212927757,0.22813688212927757,0.18631178707224336,0.18631178707224336,0.18631178707224336
50,0.29277566539923955,0.29277566539923955,0.29277566539923955,0.23954372623574144,0.23954372623574144,0.23954372623574144,0.23193916349809887,0.23193916349809887,0.23193916349809887,0.19391634980988592,0.19391634980988592,0.19391634980988592
51,0.2889733840304182,0.2889733840304182,0.2889733840304182,0.24714828897338403,0.24714828897338403,0.24714828897338403,0.22813688212927757,0.22813688212927757,0.22813688212927757,0.18631178707224336,0.18631178707224336,0.18631178707224336
52,0.30038022813688214,0.30038022813688214,0.30038022813688214,0.26996197718631176,0.26996197718631176,0.26996197718631176,0.23193916349809887,0.23193916349809887,0.23193916349809887,0.17870722433460076,0.17870722433460076,0.17870722433460076
53,0.30038022813688214,0.30038022813688214,0.30038022813688214,0.2585551330798479,0.2585551330798479,0.2585551330798479,0.21292775665399238,0.21292775665399238,0.21292775665399238,0.18250950570342206,0.18250950570342206,0.18250950570342206
54,0.2965779467680608,0.2965779467680608,0.2965779467680608,0.2623574144486692,0.2623574144486692,0.2623574144486692,0.21673003802281368,0.21673003802281368,0.21673003802281368,0.18631178707224336,0.18631178707224336,0.18631178707224336
55,0.29277566539923955,0.29277566539923955,0.29277566539923955,0.26996197718631176,0.26996197718631176,0.26996197718631176,0.22433460076045628,0.22433460076045628,0.22433460076045628,0.19011406844106463,0.19011406844106463,0.19011406844106463
56,0.3041825095057034,0.3041825095057034,0.3041825095057034,0.2737642585551331,0.2737642585551331,0.2737642585551331,0.22813688212927757,0.22813688212927757,0.22813688212927757,0.18250950570342206,0.18250950570342206,0.18250950570342206
57,0.311787072243346,0.311787072243346,0.311787072243346,0.26996197718631176,0.26996197718631176,0.26996197718631176,0.23193916349809887,0.23193916349809887,0.23193916349809887,0.19771863117870722,0.19771863117870722,0.19771863117870722
58,0.30798479087452474,0.30798479087452474,0.30798479087452474,0.27756653992395436,0.27756653992395436,0.27756653992395436,0.22053231939163498,0.22053231939163498,0.22053231939163498,0.19011406844106463,0.19011406844106463,0.19011406844106463
59,0.3155893536121673,0.3155893536121673,0.3155893536121673,0.26996197718631176,0.26996197718631176,0.26996197718631176,0.23574144486692014,0.23574144486692014,0.23574144486692014,0.19391634980988592,0.19391634980988592,0.19391634980988592
60,0.30798479087452474,0.30798479087452474,0.30798479087452474,0.2661596958174905,0.2661596958174905,0.2661596958174905,0.22433460076045628,0.22433460076045628,0.22433460076045628,0.18250950570342206,0.18250950570342206,0.18250950570342206
61,0.3041825095057034,0.3041825095057034,0.3041825095057034,0.2661596958174905,0.2661596958174905,0.2661596958174905,0.23574144486692014,0.23574144486692014,0.23574144486692014,0.20152091254752852,0.20152091254752852,0.20152091254752852
62,0.3193916349809886,0.3193916349809886,0.3193916349809886,0.26996197718631176,0.26996197718631176,0.26996197718631176,0.22813688212927757,0.22813688212927757,0.22813688212927757,0.19011406844106463,0.19011406844106463,0.19011406844106463
63,0.311787072243346,0.311787072243346,0.311787072243346,0.27756653992395436,0.27756653992395436,0.27756653992395436,0.23954372623574144,0.23954372623574144,0.23954372623574144,0.19011406844106463,0.19011406844106463,0.19011406844106463
64,0.3193916349809886,0.3193916349809886,0.3193916349809886,0.27756653992395436,0.27756653992395436,0.27756653992395436,0.23954372623574144,0.23954372623574144,0.23954372623574144,0.19391634980988592,0.19391634980988592,0.19391634980988592
65,0.3155893536121673,0.3155893536121673,0.3155893536121673,0.26996197718631176,0.26996197718631176,0.26996197718631176,0.22433460076045628,0.22433460076045628,0.22433460076045628,0.19011406844106463,0.19011406844106463,0.19011406844106463
66,0.3155893536121673,0.3155893536121673,0.3155893536121673,0.2813688212927757,0.2813688212927757,0.2813688212927757,0.22813688212927757,0.22813688212927757,0.22813688212927757,0.19771863117870722,0.19771863117870722,0.19771863117870722
67,0.3155893536121673,0.3155893536121673,0.3155893536121673,0.2737642585551331,0.2737642585551331,0.2737642585551331,0.24714828897338403,0.24714828897338403,0.24714828897338403,0.20152091254752852,0.20152091254752852,0.20152091254752852
68,0.3193916349809886,0.3193916349809886,0.3193916349809886,0.2813688212927757,0.2813688212927757,0.2813688212927757,0.24714828897338403,0.24714828897338403,0.24714828897338403,0.20912547528517111,0.20912547528517111,0.20912547528517111
69,0.3193916349809886,0.3193916349809886,0.3193916349809886,0.27756653992395436,0.27756653992395436,0.27756653992395436,0.25475285171102663,0.25475285171102663,0.25475285171102663,0.19391634980988592,0.19391634980988592,0.19391634980988592
70,0.311787072243346,0.311787072243346,0.311787072243346,0.27756653992395436,0.27756653992395436,0.27756653992395436,0.24714828897338403,0.24714828897338403,0.24714828897338403,0.19771863117870722,0.19771863117870722,0.19771863117870722
71,0.311787072243346,0.311787072243346,0.311787072243346,0.26996197718631176,0.26996197718631176,0.26996197718631176,0.23954372623574144,0.23954372623574144,0.23954372623574144,0.19391634980988592,0.19391634980988592,0.19391634980988592
72,0.311787072243346,0.311787072243346,0.311787072243346,0.2737642585551331,0.2737642585551331,0.2737642585551331,0.23954372623574144,0.23954372623574144,0.23954372623574144,0.20532319391634982,0.20532319391634982,0.20532319391634982
73,0.30798479087452474,0.30798479087452474,0.30798479087452474,0.26996197718631176,0.26996197718631176,0.26996197718631176,0.23574144486692014,0.23574144486692014,0.23574144486692014,0.19771863117870722,0.19771863117870722,0.19771863117870722
74,0.30798479087452474,0.30798479087452474,0.30798479087452474,0.27756653992395436,0.27756653992395436,0.27756653992395436,0.2509505703422053,0.2509505703422053,0.2509505703422053,0.21673003802281368,0.21673003802281368,0.21673003802281368
75,0.311787072243346,0.311787072243346,0.311787072243346,0.2813688212927757,0.2813688212927757,0.2813688212927757,0.2509505703422053,0.2509505703422053,0.2509505703422053,0.21292775665399238,0.21292775665399238,0.21292775665399238
76,0.3193916349809886,0.3193916349809886,0.3193916349809886,0.2813688212927757,0.2813688212927757,0.2813688212927757,0.25475285171102663,0.25475285171102663,0.25475285171102663,0.20912547528517111,0.20912547528517111,0.20912547528517111
77,0.3231939163498099,0.3231939163498099,0.3231939163498099,0.28517110266159695,0.28517110266159695,0.28517110266159695,0.2623574144486692,0.2623574144486692,0.2623574144486692,0.20152091254752852,0.20152091254752852,0.20152091254752852
78,0.3193916349809886,0.3193916349809886,0.3193916349809886,0.27756653992395436,0.27756653992395436,0.27756653992395436,0.25475285171102663,0.25475285171102663,0.25475285171102663,0.20152091254752852,0.20152091254752852,0.20152091254752852
79,0.311787072243346,0.311787072243346,0.311787072243346,0.2813688212927757,0.2813688212927757,0.2813688212927757,0.25475285171102663,0.25475285171102663,0.25475285171102663,0.20152091254752852,0.20152091254752852,0.20152091254752852
80,0.311787072243346,0.311787072243346,0.311787072243346,0.2813688212927757,0.2813688212927757,0.2813688212927757,0.24714828897338403,0.24714828897338403,0.24714828897338403,0.20152091254752852,0.20152091254752852,0.20152091254752852
81,0.3155893536121673,0.3155893536121673,0.3155893536121673,0.2737642585551331,0.2737642585551331,0.2737642585551331,0.23954372623574144,0.23954372623574144,0.23954372623574144,0.21292775665399238,0.21292775665399238,0.21292775665399238
82,0.3155893536121673,0.3155893536121673,0.3155893536121673,0.2737642585551331,0.2737642585551331,0.2737642585551331,0.23954372623574144,0.23954372623574144,0.23954372623574144,0.20152091254752852,0.20152091254752852,0.20152091254752852
83,0.30798479087452474,0.30798479087452474,0.30798479087452474,0.27756653992395436,0.27756653992395436,0.27756653992395436,0.2623574144486692,0.2623574144486692,0.2623574144486692,0.20912547528517111,0.20912547528517111,0.20912547528517111
84,0.3155893536121673,0.3155893536121673,0.3155893536121673,0.27756653992395436,0.27756653992395436,0.27756653992395436,0.25475285171102663,0.25475285171102663,0.25475285171102663,0.21673003802281368,0.21673003802281368,0.21673003802281368
85,0.3193916349809886,0.3193916349809886,0.3193916349809886,0.27756653992395436,0.27756653992395436,0.27756653992395436,0.2585551330798479,0.2585551330798479,0.2585551330798479,0.21673003802281368,0.21673003802281368,0.21673003802281368
86,0.3155893536121673,0.3155893536121673,0.3155893536121673,0.2737642585551331,0.2737642585551331,0.2737642585551331,0.2623574144486692,0.2623574144486692,0.2623574144486692,0.20152091254752852,0.20152091254752852,0.20152091254752852
87,0.3155893536121673,0.3155893536121673,0.3155893536121673,0.2813688212927757,0.2813688212927757,0.2813688212927757,0.23954372623574144,0.23954372623574144,0.23954372623574144,0.21292775665399238,0.21292775665399238,0.21292775665399238
88,0.30798479087452474,0.30798479087452474,0.30798479087452474,0.27756653992395436,0.27756653992395436,0.27756653992395436,0.2509505703422053,0.2509505703422053,0.2509505703422053,0.22053231939163498,0.22053231939163498,0.22053231939163498
89,0.3155893536121673,0.3155893536121673,0.3155893536121673,0.2813688212927757,0.2813688212927757,0.2813688212927757,0.2585551330798479,0.2585551330798479,0.2585551330798479,0.21673003802281368,0.21673003802281368,0.21673003802281368
90,0.311787072243346,0.311787072243346,0.311787072243346,0.27756653992395436,0.27756653992395436,0.27756653992395436,0.2623574144486692,0.2623574144486692,0.2623574144486692,0.20532319391634982,0.20532319391634982,0.20532319391634982
91,0.3193916349809886,0.3193916349809886,0.3193916349809886,0.27756653992395436,0.27756653992395436,0.27756653992395436,0.24714828897338403,0.24714828897338403,0.24714828897338403,0.21292775665399238,0.21292775665399238,0.21292775665399238
92,0.3193916349809886,0.3193916349809886,0.3193916349809886,0.27756653992395436,0.27756653992395436,0.27756653992395436,0.24714828897338403,0.24714828897338403,0.24714828897338403,0.20532319391634982,0.20532319391634982,0.20532319391634982
93,0.3155893536121673,0.3155893536121673,0.3155893536121673,0.2813688212927757,0.2813688212927757,0.2813688212927757,0.25475285171102663,0.25475285171102663,0.25475285171102663,0.20532319391634982,0.20532319391634982,0.20532319391634982
94,0.3231939163498099,0.3231939163498099,0.3231939163498099,0.2813688212927757,0.2813688212927757,0.2813688212927757,0.26996197718631176,0.26996197718631176,0.26996197718631176,0.21292775665399238,0.21292775665399238,0.21292775665399238
95,0.3193916349809886,0.3193916349809886,0.3193916349809886,0.2737642585551331,0.2737642585551331,0.2737642585551331,0.2661596958174905,0.2661596958174905,0.2661596958174905,0.21292775665399238,0.21292775665399238,0.21292775665399238
96,0.311787072243346,0.311787072243346,0.311787072243346,0.2889733840304182,0.2889733840304182,0.2889733840304182,0.2661596958174905,0.2661596958174905,0.2661596958174905,0.22053231939163498,0.22053231939163498,0.22053231939163498
97,0.3231939163498099,0.3231939163498099,0.3231939163498099,0.28517110266159695,0.28517110266159695,0.28517110266159695,0.2623574144486692,0.2623574144486692,0.2623574144486692,0.23574144486692014,0.23574144486692014,0.23574144486692014
98,0.3269961977186312,0.3269961977186312,0.3269961977186312,0.29277566539923955,0.29277566539923955,0.29277566539923955,0.2585551330798479,0.2585551330798479,0.2585551330798479,0.23193916349809887,0.23193916349809887,0.23193916349809887
99,0.3269961977186312,0.3269961977186312,0.3269961977186312,0.2889733840304182,0.2889733840304182,0.2889733840304182,0.26996197718631176,0.26996197718631176,0.26996197718631176,0.23574144486692014,0.23574144486692014,0.23574144486692014
100,0.3231939163498099,0.3231939163498099,0.3231939163498099,0.29277566539923955,0.29277566539923955,0.29277566539923955,0.2585551330798479,0.2585551330798479,0.2585551330798479,0.24334600760456274,0.24334600760456274,0.24334600760456274
101,0.3193916349809886,0.3193916349809886,0.3193916349809886,0.2889733840304182,0.2889733840304182,0.2889733840304182,0.2661596958174905,0.2661596958174905,0.2661596958174905,0.23954372623574144,0.23954372623574144,0.23954372623574144
102,0.3193916349809886,0.3193916349809886,0.3193916349809886,0.29277566539923955,0.29277566539923955,0.29277566539923955,0.25475285171102663,0.25475285171102663,0.25475285171102663,0.23193916349809887,0.23193916349809887,0.23193916349809887
103,0.33079847908745247,0.33079847908745247,0.33079847908745247,0.2889733840304182,0.2889733840304182,0.2889733840304182,0.2585551330798479,0.2585551330798479,0.2585551330798479,0.22053231939163498,0.22053231939163498,0.22053231939163498
104,0.33079847908745247,0.33079847908745247,0.33079847908745247,0.28517110266159695,0.28517110266159695,0.28517110266159695,0.2509505703422053,0.2509505703422053,0.2509505703422053,0.22053231939163498,0.22053231939163498,0.22053231939163498
105,0.3269961977186312,0.3269961977186312,0.3269961977186312,0.2813688212927757,0.2813688212927757,0.2813688212927757,0.2585551330798479,0.2585551330798479,0.2585551330798479,0.22433460076045628,0.22433460076045628,0.22433460076045628
106,0.311787072243346,0.311787072243346,0.311787072243346,0.27756653992395436,0.27756653992395436,0.27756653992395436,0.2623574144486692,0.2623574144486692,0.2623574144486692,0.23193916349809887,0.23193916349809887,0.23193916349809887
107,0.3155893536121673,0.3155893536121673,0.3155893536121673,0.2737642585551331,0.2737642585551331,0.2737642585551331,0.2623574144486692,0.2623574144486692,0.2623574144486692,0.23193916349809887,0.23193916349809887,0.23193916349809887
108,0.33079847908745247,0.33079847908745247,0.33079847908745247,0.27756653992395436,0.27756653992395436,0.27756653992395436,0.2585551330798479,0.2585551330798479,0.2585551330798479,0.21292775665399238,0.21292775665399238,0.21292775665399238
109,0.3269961977186312,0.3269961977186312,0.3269961977186312,0.2889733840304182,0.2889733840304182,0.2889733840304182,0.2661596958174905,0.2661596958174905,0.2661596958174905,0.20912547528517111,0.20912547528517111,0.20912547528517111
110,0.3231939163498099,0.3231939163498099,0.3231939163498099,0.28517110266159695,0.28517110266159695,0.28517110266159695,0.2737642585551331,0.2737642585551331,0.2737642585551331,0.22433460076045628,0.22433460076045628,0.22433460076045628
111,0.3231939163498099,0.3231939163498099,0.3231939163498099,0.27756653992395436,0.27756653992395436,0.27756653992395436,0.2585551330798479,0.2585551330798479,0.2585551330798479,0.22053231939163498,0.22053231939163498,0.22053231939163498
112,0.3231939163498099,0.3231939163498099,0.3231939163498099,0.2813688212927757,0.2813688212927757,0.2813688212927757,0.25475285171102663,0.25475285171102663,0.25475285171102663,0.22813688212927757,0.22813688212927757,0.22813688212927757
113,0.3231939163498099,0.3231939163498099,0.3231939163498099,0.27756653992395436,0.27756653992395436,0.27756653992395436,0.2623574144486692,0.2623574144486692,0.2623574144486692,0.22813688212927757,0.22813688212927757,0.22813688212927757
114,0.3269961977186312,0.3269961977186312,0.3269961977186312,0.28517110266159695,0.28517110266159695,0.28517110266159695,0.27756653992395436,0.27756653992395436,0.27756653992395436,0.23193916349809887,0.23193916349809887,0.23193916349809887
115,0.3193916349809886,0.3193916349809886,0.3193916349809886,0.2813688212927757,0.2813688212927757,0.2813688212927757,0.28517110266159695,0.28517110266159695,0.28517110266159695,0.23954372623574144,0.23954372623574144,0.23954372623574144
116,0.3193916349809886,0.3193916349809886,0.3193916349809886,0.2889733840304182,0.2889733840304182,0.2889733840304182,0.2737642585551331,0.2737642585551331,0.2737642585551331,0.23954372623574144,0.23954372623574144,0.23954372623574144
117,0.3269961977186312,0.3269961977186312,0.3269961977186312,0.2889733840304182,0.2889733840304182,0.2889733840304182,0.2737642585551331,0.2737642585551331,0.2737642585551331,0.24334600760456274,0.24334600760456274,0.24334600760456274
118,0.3269961977186312,0.3269961977186312,0.3269961977186312,0.28517110266159695,0.28517110266159695,0.28517110266159695,0.2737642585551331,0.2737642585551331,0.2737642585551331,0.22813688212927757,0.22813688212927757,0.22813688212927757
119,0.33079847908745247,0.33079847908745247,0.33079847908745247,0.28517110266159695,0.28517110266159695,0.28517110266159695,0.2623574144486692,0.2623574144486692,0.2623574144486692,0.24334600760456274,0.24334600760456274,0.24334600760456274
120,0.3269961977186312,0.3269961977186312,0.3269961977186312,0.28517110266159695,0.28517110266159695,0.28517110266159695,0.2737642585551331,0.2737642585551331,0.2737642585551331,0.22813688212927757,0.22813688212927757,0.22813688212927757
