Step,r_semeval_no_super_5000_ff - entropy,r_semeval_no_super_5000_ff - entropy__MIN,r_semeval_no_super_5000_ff - entropy__MAX,r_semeval_400_1.0_32_5000_ff - entropy,r_semeval_400_1.0_32_5000_ff - entropy__MIN,r_semeval_400_1.0_32_5000_ff - entropy__MAX,r_semeval_100_1.0_32_5000_ff - entropy,r_semeval_100_1.0_32_5000_ff - entropy__MIN,r_semeval_100_1.0_32_5000_ff - entropy__MAX,r_semeval_300_1.0_32_5000_ff - entropy,r_semeval_300_1.0_32_5000_ff - entropy__MIN,r_semeval_300_1.0_32_5000_ff - entropy__MAX,r_semeval_200_1.0_32_5000_ff - entropy,r_semeval_200_1.0_32_5000_ff - entropy__MIN,r_semeval_200_1.0_32_5000_ff - entropy__MAX
10,3.2220842838287354,3.2220842838287354,3.2220842838287354,0.573012113571167,0.573012113571167,0.573012113571167,1.4997718334197998,1.4997718334197998,1.4997718334197998,0.7964766621589661,0.7964766621589661,0.7964766621589661,0.9840371608734131,0.9840371608734131,0.9840371608734131
11,3.4206008911132812,3.4206008911132812,3.4206008911132812,0.46301865577697754,0.46301865577697754,0.46301865577697754,1.2079079151153564,1.2079079151153564,1.2079079151153564,0.5969026684761047,0.5969026684761047,0.5969026684761047,0.8283531665802002,0.8283531665802002,0.8283531665802002
12,3.067476749420166,3.067476749420166,3.067476749420166,0.6052985787391663,0.6052985787391663,0.6052985787391663,1.4849185943603516,1.4849185943603516,1.4849185943603516,0.6258750557899475,0.6258750557899475,0.6258750557899475,0.8823571801185608,0.8823571801185608,0.8823571801185608
13,3.2473702430725098,3.2473702430725098,3.2473702430725098,0.5326045751571655,0.5326045751571655,0.5326045751571655,1.4185314178466797,1.4185314178466797,1.4185314178466797,0.6155226826667786,0.6155226826667786,0.6155226826667786,0.8718467950820923,0.8718467950820923,0.8718467950820923
14,2.97301983833313,2.97301983833313,2.97301983833313,0.504974901676178,0.504974901676178,0.504974901676178,1.0868898630142212,1.0868898630142212,1.0868898630142212,0.7435501217842102,0.7435501217842102,0.7435501217842102,0.6925479173660278,0.6925479173660278,0.6925479173660278
15,2.787306308746338,2.787306308746338,2.787306308746338,0.4394242763519287,0.4394242763519287,0.4394242763519287,1.1256638765335083,1.1256638765335083,1.1256638765335083,0.4989948272705078,0.4989948272705078,0.4989948272705078,0.7347978949546814,0.7347978949546814,0.7347978949546814
16,2.3478753566741943,2.3478753566741943,2.3478753566741943,0.5372811555862427,0.5372811555862427,0.5372811555862427,1.0970304012298584,1.0970304012298584,1.0970304012298584,0.5270837545394897,0.5270837545394897,0.5270837545394897,0.7490844130516052,0.7490844130516052,0.7490844130516052
17,2.2415354251861572,2.2415354251861572,2.2415354251861572,0.6469767093658447,0.6469767093658447,0.6469767093658447,1.0581018924713135,1.0581018924713135,1.0581018924713135,0.7124971151351929,0.7124971151351929,0.7124971151351929,0.8569286465644836,0.8569286465644836,0.8569286465644836
18,1.8760443925857544,1.8760443925857544,1.8760443925857544,0.4775916039943695,0.4775916039943695,0.4775916039943695,1.252140998840332,1.252140998840332,1.252140998840332,0.5576441287994385,0.5576441287994385,0.5576441287994385,0.7615549564361572,0.7615549564361572,0.7615549564361572
19,2.352736234664917,2.352736234664917,2.352736234664917,0.5215758085250854,0.5215758085250854,0.5215758085250854,1.2750000953674316,1.2750000953674316,1.2750000953674316,0.5876013040542603,0.5876013040542603,0.5876013040542603,0.7856762409210205,0.7856762409210205,0.7856762409210205
20,1.5562485456466675,1.5562485456466675,1.5562485456466675,0.4876677989959717,0.4876677989959717,0.4876677989959717,1.0402837991714478,1.0402837991714478,1.0402837991714478,0.5890890955924988,0.5890890955924988,0.5890890955924988,0.7538578510284424,0.7538578510284424,0.7538578510284424
21,1.5319470167160034,1.5319470167160034,1.5319470167160034,0.5017911791801453,0.5017911791801453,0.5017911791801453,1.1401063203811646,1.1401063203811646,1.1401063203811646,0.6128314733505249,0.6128314733505249,0.6128314733505249,0.8385334014892578,0.8385334014892578,0.8385334014892578
22,1.5531243085861206,1.5531243085861206,1.5531243085861206,0.40700390934944153,0.40700390934944153,0.40700390934944153,1.018760323524475,1.018760323524475,1.018760323524475,0.5628908276557922,0.5628908276557922,0.5628908276557922,0.6747032999992371,0.6747032999992371,0.6747032999992371
23,1.6459943056106567,1.6459943056106567,1.6459943056106567,0.47687214612960815,0.47687214612960815,0.47687214612960815,1.0525305271148682,1.0525305271148682,1.0525305271148682,0.5494058132171631,0.5494058132171631,0.5494058132171631,0.6757687926292419,0.6757687926292419,0.6757687926292419
24,1.3908201456069946,1.3908201456069946,1.3908201456069946,0.4628773033618927,0.4628773033618927,0.4628773033618927,1.0965969562530518,1.0965969562530518,1.0965969562530518,0.6206839084625244,0.6206839084625244,0.6206839084625244,0.7828921675682068,0.7828921675682068,0.7828921675682068
25,1.419474482536316,1.419474482536316,1.419474482536316,0.5002700090408325,0.5002700090408325,0.5002700090408325,1.02456533908844,1.02456533908844,1.02456533908844,0.5934641361236572,0.5934641361236572,0.5934641361236572,0.7747526168823242,0.7747526168823242,0.7747526168823242
26,1.741681694984436,1.741681694984436,1.741681694984436,0.5362874269485474,0.5362874269485474,0.5362874269485474,0.9634081125259399,0.9634081125259399,0.9634081125259399,0.5669569969177246,0.5669569969177246,0.5669569969177246,0.8194323182106018,0.8194323182106018,0.8194323182106018
27,1.3256230354309082,1.3256230354309082,1.3256230354309082,0.42761969566345215,0.42761969566345215,0.42761969566345215,0.8006541132926941,0.8006541132926941,0.8006541132926941,0.5131088495254517,0.5131088495254517,0.5131088495254517,0.6618534922599792,0.6618534922599792,0.6618534922599792
28,1.2995439767837524,1.2995439767837524,1.2995439767837524,0.4706772565841675,0.4706772565841675,0.4706772565841675,0.9869515299797058,0.9869515299797058,0.9869515299797058,0.6035647988319397,0.6035647988319397,0.6035647988319397,0.7713963985443115,0.7713963985443115,0.7713963985443115
29,1.3110260963439941,1.3110260963439941,1.3110260963439941,0.524817705154419,0.524817705154419,0.524817705154419,0.8062121868133545,0.8062121868133545,0.8062121868133545,0.6581798791885376,0.6581798791885376,0.6581798791885376,0.7243368029594421,0.7243368029594421,0.7243368029594421
30,1.2011702060699463,1.2011702060699463,1.2011702060699463,0.5098612904548645,0.5098612904548645,0.5098612904548645,0.9840973615646362,0.9840973615646362,0.9840973615646362,0.5747363567352295,0.5747363567352295,0.5747363567352295,0.6909058094024658,0.6909058094024658,0.6909058094024658
31,1.266495943069458,1.266495943069458,1.266495943069458,0.4832669496536255,0.4832669496536255,0.4832669496536255,0.8187761902809143,0.8187761902809143,0.8187761902809143,0.6066961884498596,0.6066961884498596,0.6066961884498596,0.719985842704773,0.719985842704773,0.719985842704773
32,1.2812402248382568,1.2812402248382568,1.2812402248382568,0.36876237392425537,0.36876237392425537,0.36876237392425537,0.8229449987411499,0.8229449987411499,0.8229449987411499,0.5026929378509521,0.5026929378509521,0.5026929378509521,0.5521897077560425,0.5521897077560425,0.5521897077560425
33,1.1793081760406494,1.1793081760406494,1.1793081760406494,0.43530094623565674,0.43530094623565674,0.43530094623565674,0.7061972618103027,0.7061972618103027,0.7061972618103027,0.5392956733703613,0.5392956733703613,0.5392956733703613,0.5353493690490723,0.5353493690490723,0.5353493690490723
34,1.3994481563568115,1.3994481563568115,1.3994481563568115,0.4208548069000244,0.4208548069000244,0.4208548069000244,0.7292166352272034,0.7292166352272034,0.7292166352272034,0.4517156481742859,0.4517156481742859,0.4517156481742859,0.5740953683853149,0.5740953683853149,0.5740953683853149
35,1.4837108850479126,1.4837108850479126,1.4837108850479126,0.43550148606300354,0.43550148606300354,0.43550148606300354,0.7899554371833801,0.7899554371833801,0.7899554371833801,0.5278884768486023,0.5278884768486023,0.5278884768486023,0.6615099310874939,0.6615099310874939,0.6615099310874939
36,1.5739772319793701,1.5739772319793701,1.5739772319793701,0.49367091059684753,0.49367091059684753,0.49367091059684753,0.80824214220047,0.80824214220047,0.80824214220047,0.5304862260818481,0.5304862260818481,0.5304862260818481,0.5960508584976196,0.5960508584976196,0.5960508584976196
37,1.235775351524353,1.235775351524353,1.235775351524353,0.3489851951599121,0.3489851951599121,0.3489851951599121,0.7134418487548828,0.7134418487548828,0.7134418487548828,0.46088850498199463,0.46088850498199463,0.46088850498199463,0.5252629518508911,0.5252629518508911,0.5252629518508911
38,1.1331161260604858,1.1331161260604858,1.1331161260604858,0.5157251954078674,0.5157251954078674,0.5157251954078674,0.6702505946159363,0.6702505946159363,0.6702505946159363,0.5421054363250732,0.5421054363250732,0.5421054363250732,0.5090121030807495,0.5090121030807495,0.5090121030807495
39,1.2107075452804565,1.2107075452804565,1.2107075452804565,0.3758906126022339,0.3758906126022339,0.3758906126022339,0.8745802044868469,0.8745802044868469,0.8745802044868469,0.4491785764694214,0.4491785764694214,0.4491785764694214,0.5004608631134033,0.5004608631134033,0.5004608631134033
40,1.3140724897384644,1.3140724897384644,1.3140724897384644,0.41281217336654663,0.41281217336654663,0.41281217336654663,0.7623014450073242,0.7623014450073242,0.7623014450073242,0.42553770542144775,0.42553770542144775,0.42553770542144775,0.5156015753746033,0.5156015753746033,0.5156015753746033
41,1.0972243547439575,1.0972243547439575,1.0972243547439575,0.301460862159729,0.301460862159729,0.301460862159729,0.7363877892494202,0.7363877892494202,0.7363877892494202,0.32923007011413574,0.32923007011413574,0.32923007011413574,0.4109485447406769,0.4109485447406769,0.4109485447406769
42,1.3448070287704468,1.3448070287704468,1.3448070287704468,0.3749602735042572,0.3749602735042572,0.3749602735042572,0.7128123044967651,0.7128123044967651,0.7128123044967651,0.4840603470802307,0.4840603470802307,0.4840603470802307,0.5428404211997986,0.5428404211997986,0.5428404211997986
43,1.1022446155548096,1.1022446155548096,1.1022446155548096,0.44227415323257446,0.44227415323257446,0.44227415323257446,0.8500463962554932,0.8500463962554932,0.8500463962554932,0.42623594403266907,0.42623594403266907,0.42623594403266907,0.5072437524795532,0.5072437524795532,0.5072437524795532
44,1.2188855409622192,1.2188855409622192,1.2188855409622192,0.49579042196273804,0.49579042196273804,0.49579042196273804,0.7776901125907898,0.7776901125907898,0.7776901125907898,0.5204658508300781,0.5204658508300781,0.5204658508300781,0.6810249090194702,0.6810249090194702,0.6810249090194702
45,1.3729064464569092,1.3729064464569092,1.3729064464569092,0.3857644498348236,0.3857644498348236,0.3857644498348236,0.7989521026611328,0.7989521026611328,0.7989521026611328,0.43320852518081665,0.43320852518081665,0.43320852518081665,0.553065836429596,0.553065836429596,0.553065836429596
46,1.2954554557800293,1.2954554557800293,1.2954554557800293,0.369956374168396,0.369956374168396,0.369956374168396,0.7913167476654053,0.7913167476654053,0.7913167476654053,0.44321128726005554,0.44321128726005554,0.44321128726005554,0.5687589645385742,0.5687589645385742,0.5687589645385742
47,1.2924182415008545,1.2924182415008545,1.2924182415008545,0.4867226779460907,0.4867226779460907,0.4867226779460907,0.6436303853988647,0.6436303853988647,0.6436303853988647,0.5567029714584351,0.5567029714584351,0.5567029714584351,0.5694434642791748,0.5694434642791748,0.5694434642791748
48,1.3245718479156494,1.3245718479156494,1.3245718479156494,0.44905418157577515,0.44905418157577515,0.44905418157577515,0.6935949325561523,0.6935949325561523,0.6935949325561523,0.46891990303993225,0.46891990303993225,0.46891990303993225,0.5582903027534485,0.5582903027534485,0.5582903027534485
49,1.5732601881027222,1.5732601881027222,1.5732601881027222,0.4160238206386566,0.4160238206386566,0.4160238206386566,0.7905979156494141,0.7905979156494141,0.7905979156494141,0.48789557814598083,0.48789557814598083,0.48789557814598083,0.6447025537490845,0.6447025537490845,0.6447025537490845
50,1.2173048257827759,1.2173048257827759,1.2173048257827759,0.4028564989566803,0.4028564989566803,0.4028564989566803,0.6821655035018921,0.6821655035018921,0.6821655035018921,0.46877557039260864,0.46877557039260864,0.46877557039260864,0.4994398355484009,0.4994398355484009,0.4994398355484009
51,1.1995528936386108,1.1995528936386108,1.1995528936386108,0.4083181321620941,0.4083181321620941,0.4083181321620941,0.7424218058586121,0.7424218058586121,0.7424218058586121,0.4312683641910553,0.4312683641910553,0.4312683641910553,0.5426537394523621,0.5426537394523621,0.5426537394523621
52,1.332179307937622,1.332179307937622,1.332179307937622,0.441211462020874,0.441211462020874,0.441211462020874,0.75687175989151,0.75687175989151,0.75687175989151,0.4177400469779968,0.4177400469779968,0.4177400469779968,0.6088446378707886,0.6088446378707886,0.6088446378707886
53,1.3725794553756714,1.3725794553756714,1.3725794553756714,0.42897289991378784,0.42897289991378784,0.42897289991378784,0.810348391532898,0.810348391532898,0.810348391532898,0.535187304019928,0.535187304019928,0.535187304019928,0.6676585674285889,0.6676585674285889,0.6676585674285889
54,1.2723573446273804,1.2723573446273804,1.2723573446273804,0.375288724899292,0.375288724899292,0.375288724899292,0.6065506339073181,0.6065506339073181,0.6065506339073181,0.41300874948501587,0.41300874948501587,0.41300874948501587,0.5905002355575562,0.5905002355575562,0.5905002355575562
55,1.5609140396118164,1.5609140396118164,1.5609140396118164,0.44488558173179626,0.44488558173179626,0.44488558173179626,0.6908853650093079,0.6908853650093079,0.6908853650093079,0.4251037836074829,0.4251037836074829,0.4251037836074829,0.543022632598877,0.543022632598877,0.543022632598877
56,1.378007173538208,1.378007173538208,1.378007173538208,0.38641873002052307,0.38641873002052307,0.38641873002052307,0.7015861868858337,0.7015861868858337,0.7015861868858337,0.36441943049430847,0.36441943049430847,0.36441943049430847,0.5021215677261353,0.5021215677261353,0.5021215677261353
57,1.1973596811294556,1.1973596811294556,1.1973596811294556,0.38273268938064575,0.38273268938064575,0.38273268938064575,0.702934741973877,0.702934741973877,0.702934741973877,0.3619159162044525,0.3619159162044525,0.3619159162044525,0.46786272525787354,0.46786272525787354,0.46786272525787354
58,1.361301302909851,1.361301302909851,1.361301302909851,0.4314846396446228,0.4314846396446228,0.4314846396446228,0.7268324494361877,0.7268324494361877,0.7268324494361877,0.4148165285587311,0.4148165285587311,0.4148165285587311,0.5268309116363525,0.5268309116363525,0.5268309116363525
59,1.517060399055481,1.517060399055481,1.517060399055481,0.4292263388633728,0.4292263388633728,0.4292263388633728,0.7283948659896851,0.7283948659896851,0.7283948659896851,0.41030728816986084,0.41030728816986084,0.41030728816986084,0.5330298542976379,0.5330298542976379,0.5330298542976379
60,1.45646333694458,1.45646333694458,1.45646333694458,0.4834650456905365,0.4834650456905365,0.4834650456905365,0.709135890007019,0.709135890007019,0.709135890007019,0.4366612136363983,0.4366612136363983,0.4366612136363983,0.6067721843719482,0.6067721843719482,0.6067721843719482
61,1.1709117889404297,1.1709117889404297,1.1709117889404297,0.4501416087150574,0.4501416087150574,0.4501416087150574,0.7986326217651367,0.7986326217651367,0.7986326217651367,0.44635093212127686,0.44635093212127686,0.44635093212127686,0.5194938778877258,0.5194938778877258,0.5194938778877258
62,1.6042112112045288,1.6042112112045288,1.6042112112045288,0.4068121016025543,0.4068121016025543,0.4068121016025543,0.6120461821556091,0.6120461821556091,0.6120461821556091,0.43971627950668335,0.43971627950668335,0.43971627950668335,0.5162056088447571,0.5162056088447571,0.5162056088447571
63,1.367159128189087,1.367159128189087,1.367159128189087,0.5661528706550598,0.5661528706550598,0.5661528706550598,0.7645974159240723,0.7645974159240723,0.7645974159240723,0.44687551259994507,0.44687551259994507,0.44687551259994507,0.6681585311889648,0.6681585311889648,0.6681585311889648
64,1.475508213043213,1.475508213043213,1.475508213043213,0.40258103609085083,0.40258103609085083,0.40258103609085083,0.6900319457054138,0.6900319457054138,0.6900319457054138,0.36911940574645996,0.36911940574645996,0.36911940574645996,0.6088559627532959,0.6088559627532959,0.6088559627532959
65,1.3916869163513184,1.3916869163513184,1.3916869163513184,0.4637708067893982,0.4637708067893982,0.4637708067893982,0.7386507987976074,0.7386507987976074,0.7386507987976074,0.42812734842300415,0.42812734842300415,0.42812734842300415,0.5629518628120422,0.5629518628120422,0.5629518628120422
66,1.3541406393051147,1.3541406393051147,1.3541406393051147,0.45928093791007996,0.45928093791007996,0.45928093791007996,0.6465899348258972,0.6465899348258972,0.6465899348258972,0.4707382619380951,0.4707382619380951,0.4707382619380951,0.5248899459838867,0.5248899459838867,0.5248899459838867
67,1.3378164768218994,1.3378164768218994,1.3378164768218994,0.3277604877948761,0.3277604877948761,0.3277604877948761,0.6093007922172546,0.6093007922172546,0.6093007922172546,0.3873721659183502,0.3873721659183502,0.3873721659183502,0.49112653732299805,0.49112653732299805,0.49112653732299805
68,1.3429429531097412,1.3429429531097412,1.3429429531097412,0.41731372475624084,0.41731372475624084,0.41731372475624084,0.6380371451377869,0.6380371451377869,0.6380371451377869,0.39877310395240784,0.39877310395240784,0.39877310395240784,0.4415218234062195,0.4415218234062195,0.4415218234062195
69,1.4314522743225098,1.4314522743225098,1.4314522743225098,0.4730446934700012,0.4730446934700012,0.4730446934700012,0.6184002161026001,0.6184002161026001,0.6184002161026001,0.41145944595336914,0.41145944595336914,0.41145944595336914,0.5104632377624512,0.5104632377624512,0.5104632377624512
70,1.3828208446502686,1.3828208446502686,1.3828208446502686,0.41771793365478516,0.41771793365478516,0.41771793365478516,0.6447731256484985,0.6447731256484985,0.6447731256484985,0.38575872778892517,0.38575872778892517,0.38575872778892517,0.48289594054222107,0.48289594054222107,0.48289594054222107
71,1.536727786064148,1.536727786064148,1.536727786064148,0.4462055265903473,0.4462055265903473,0.4462055265903473,0.6175593733787537,0.6175593733787537,0.6175593733787537,0.47712063789367676,0.47712063789367676,0.47712063789367676,0.5466114282608032,0.5466114282608032,0.5466114282608032
72,1.5385708808898926,1.5385708808898926,1.5385708808898926,0.42705219984054565,0.42705219984054565,0.42705219984054565,0.7885891795158386,0.7885891795158386,0.7885891795158386,0.4070829749107361,0.4070829749107361,0.4070829749107361,0.53916996717453,0.53916996717453,0.53916996717453
73,1.54681396484375,1.54681396484375,1.54681396484375,0.360515296459198,0.360515296459198,0.360515296459198,0.6161899566650391,0.6161899566650391,0.6161899566650391,0.37807655334472656,0.37807655334472656,0.37807655334472656,0.45898550748825073,0.45898550748825073,0.45898550748825073
74,1.6210517883300781,1.6210517883300781,1.6210517883300781,0.3949244022369385,0.3949244022369385,0.3949244022369385,0.5543165802955627,0.5543165802955627,0.5543165802955627,0.42284247279167175,0.42284247279167175,0.42284247279167175,0.5210704803466797,0.5210704803466797,0.5210704803466797
75,1.681439757347107,1.681439757347107,1.681439757347107,0.35766807198524475,0.35766807198524475,0.35766807198524475,0.7113649845123291,0.7113649845123291,0.7113649845123291,0.46671098470687866,0.46671098470687866,0.46671098470687866,0.5508740544319153,0.5508740544319153,0.5508740544319153
76,1.737493634223938,1.737493634223938,1.737493634223938,0.4004434049129486,0.4004434049129486,0.4004434049129486,0.77835613489151,0.77835613489151,0.77835613489151,0.43868565559387207,0.43868565559387207,0.43868565559387207,0.5483579635620117,0.5483579635620117,0.5483579635620117
77,1.5082045793533325,1.5082045793533325,1.5082045793533325,0.4015286862850189,0.4015286862850189,0.4015286862850189,0.5649991631507874,0.5649991631507874,0.5649991631507874,0.3722444176673889,0.3722444176673889,0.3722444176673889,0.46581578254699707,0.46581578254699707,0.46581578254699707
78,1.690809726715088,1.690809726715088,1.690809726715088,0.42730712890625,0.42730712890625,0.42730712890625,0.7497129440307617,0.7497129440307617,0.7497129440307617,0.41629791259765625,0.41629791259765625,0.41629791259765625,0.4566100537776947,0.4566100537776947,0.4566100537776947
79,1.3779155015945435,1.3779155015945435,1.3779155015945435,0.41044455766677856,0.41044455766677856,0.41044455766677856,0.8205370903015137,0.8205370903015137,0.8205370903015137,0.38193053007125854,0.38193053007125854,0.38193053007125854,0.5043657422065735,0.5043657422065735,0.5043657422065735
80,1.310028314590454,1.310028314590454,1.310028314590454,0.42107799649238586,0.42107799649238586,0.42107799649238586,0.6655094027519226,0.6655094027519226,0.6655094027519226,0.3935804069042206,0.3935804069042206,0.3935804069042206,0.5280259847640991,0.5280259847640991,0.5280259847640991
81,1.7073304653167725,1.7073304653167725,1.7073304653167725,0.37404298782348633,0.37404298782348633,0.37404298782348633,0.6187120079994202,0.6187120079994202,0.6187120079994202,0.4543413519859314,0.4543413519859314,0.4543413519859314,0.589089572429657,0.589089572429657,0.589089572429657
82,1.5669636726379395,1.5669636726379395,1.5669636726379395,0.44909730553627014,0.44909730553627014,0.44909730553627014,0.7604402899742126,0.7604402899742126,0.7604402899742126,0.4493063986301422,0.4493063986301422,0.4493063986301422,0.624875545501709,0.624875545501709,0.624875545501709
83,1.3404262065887451,1.3404262065887451,1.3404262065887451,0.44329267740249634,0.44329267740249634,0.44329267740249634,0.6446027755737305,0.6446027755737305,0.6446027755737305,0.39244577288627625,0.39244577288627625,0.39244577288627625,0.5966118574142456,0.5966118574142456,0.5966118574142456
84,1.3741017580032349,1.3741017580032349,1.3741017580032349,0.3563178777694702,0.3563178777694702,0.3563178777694702,0.6052085161209106,0.6052085161209106,0.6052085161209106,0.37278616428375244,0.37278616428375244,0.37278616428375244,0.5111901760101318,0.5111901760101318,0.5111901760101318
85,1.3820143938064575,1.3820143938064575,1.3820143938064575,0.43901756405830383,0.43901756405830383,0.43901756405830383,0.7671419382095337,0.7671419382095337,0.7671419382095337,0.4348151683807373,0.4348151683807373,0.4348151683807373,0.5591749548912048,0.5591749548912048,0.5591749548912048
86,1.2895116806030273,1.2895116806030273,1.2895116806030273,0.4355240762233734,0.4355240762233734,0.4355240762233734,0.7385350465774536,0.7385350465774536,0.7385350465774536,0.4395870268344879,0.4395870268344879,0.4395870268344879,0.5856542587280273,0.5856542587280273,0.5856542587280273
87,1.2228442430496216,1.2228442430496216,1.2228442430496216,0.3483196198940277,0.3483196198940277,0.3483196198940277,0.6069303750991821,0.6069303750991821,0.6069303750991821,0.36261671781539917,0.36261671781539917,0.36261671781539917,0.42082443833351135,0.42082443833351135,0.42082443833351135
88,1.7092498540878296,1.7092498540878296,1.7092498540878296,0.40110740065574646,0.40110740065574646,0.40110740065574646,0.7686415314674377,0.7686415314674377,0.7686415314674377,0.45285362005233765,0.45285362005233765,0.45285362005233765,0.5380111932754517,0.5380111932754517,0.5380111932754517
89,1.3932570219039917,1.3932570219039917,1.3932570219039917,0.408773809671402,0.408773809671402,0.408773809671402,0.7419237494468689,0.7419237494468689,0.7419237494468689,0.4081120193004608,0.4081120193004608,0.4081120193004608,0.4780648350715637,0.4780648350715637,0.4780648350715637
90,1.2474987506866455,1.2474987506866455,1.2474987506866455,0.4100821018218994,0.4100821018218994,0.4100821018218994,0.6206327080726624,0.6206327080726624,0.6206327080726624,0.3876802325248718,0.3876802325248718,0.3876802325248718,0.45084071159362793,0.45084071159362793,0.45084071159362793
91,1.3421926498413086,1.3421926498413086,1.3421926498413086,0.434516966342926,0.434516966342926,0.434516966342926,0.8277770280838013,0.8277770280838013,0.8277770280838013,0.40168076753616333,0.40168076753616333,0.40168076753616333,0.5244272351264954,0.5244272351264954,0.5244272351264954
92,1.316215991973877,1.316215991973877,1.316215991973877,0.4354897439479828,0.4354897439479828,0.4354897439479828,0.6779392957687378,0.6779392957687378,0.6779392957687378,0.3893278241157532,0.3893278241157532,0.3893278241157532,0.4865378737449646,0.4865378737449646,0.4865378737449646
93,1.1619935035705566,1.1619935035705566,1.1619935035705566,0.39438384771347046,0.39438384771347046,0.39438384771347046,0.6775133013725281,0.6775133013725281,0.6775133013725281,0.392995148897171,0.392995148897171,0.392995148897171,0.4393339157104492,0.4393339157104492,0.4393339157104492
94,1.210543155670166,1.210543155670166,1.210543155670166,0.35014626383781433,0.35014626383781433,0.35014626383781433,0.5650560855865479,0.5650560855865479,0.5650560855865479,0.32346823811531067,0.32346823811531067,0.32346823811531067,0.4642253518104553,0.4642253518104553,0.4642253518104553
95,1.3053627014160156,1.3053627014160156,1.3053627014160156,0.33387383818626404,0.33387383818626404,0.33387383818626404,0.6911622285842896,0.6911622285842896,0.6911622285842896,0.32892394065856934,0.32892394065856934,0.32892394065856934,0.46836188435554504,0.46836188435554504,0.46836188435554504
96,1.4442787170410156,1.4442787170410156,1.4442787170410156,0.3590921461582184,0.3590921461582184,0.3590921461582184,0.7192426323890686,0.7192426323890686,0.7192426323890686,0.35402098298072815,0.35402098298072815,0.35402098298072815,0.39934059977531433,0.39934059977531433,0.39934059977531433
97,1.5689785480499268,1.5689785480499268,1.5689785480499268,0.43122461438179016,0.43122461438179016,0.43122461438179016,0.8022366166114807,0.8022366166114807,0.8022366166114807,0.4821358919143677,0.4821358919143677,0.4821358919143677,0.5980430841445923,0.5980430841445923,0.5980430841445923
